id,description,ratingCategory
2882,"
Rather than complexity, this all-corn whisky showcases softness and a rich creamy mouthfeel—even if it does meet the Canadian definition of rye whisky. Peppery spices with a keen bite come from the barrel, not grain. Berries and corncobs add depth to fruit cocktail, with sharp spices balancing a lush waxiness. Its syrupy feel evolves into kiwi fruit flavors and tartness on the finish. ($45CAD; Canada only)",1
2445,"
Initial aromas of toasted nuts, nougat, and pistachio. Water releases cedar and sandalwood along with citrusy grapefruit notes. The palate is both earthy and sweet, with dried flowers, leather, and hazelnut. The medium finish offers a nice balance of classic rye flavors including baking spice, lavender, and zesty citrus. Best Value",1
2202,"
Fresh fruits, satsuma peel, lime zest, pear, lemon meringue pie, and a cheeky burst of spices in this red wine and American oak bourbon barrel-finished whisky. Marshmallow softness, with apple, cooked Jell-O, and cherry slam into fruit-skin bitterness, chicory root, and aniseed, descending into spicy bitter fruit flavors. This perks the palate up no end. Oak seems to hold stronger cards than the wine soaked into the staves.",1
1498,"
This marriage of the distillery’s own malt whiskey and blended malt from Scotland’s Highlands is finished 8 to 12 months in cider casks and released every fall. Autumn leaves, minerality, and earthy peat on the nose, along with mulling spices, apple, and pear tart. A malty balance of vanilla cream, lemon pie, and caramelized sugar fills the palate, followed by a lingering finish of spice and baked fruit. The third consecutive release of Cider Cask to score at least 90 points. (1,902 bottles)",1
375,"
A sophisticated and refined Talisker, if that’s not an oxymoron. But this is certainly true when compared to the 10 year old. This 18 year old is deeper too, with less of the fishnets, more of oak boat docks. Less lemongrass, more fruit gum drops. There’s still that knock-out punch on the finish. There’s a fine line between polishing the rough edges of a beautifully powerful whisky and ripping its heart and soul out with a knife by dumbing it down. This whisky has not crossed that line. A fabulous whisky! 
",1
3943,"
This summons up plenty of snappy grain notes, with green apple, melon rind, and zested lemon bumping into dried chili, green tomato, damp hay bales, and a dose of spice. It’s sweeter than a kitten with a ball of wool: lemon bonbons, toffee, vanilla cream, banana chews, zesty mandarin, apple, butterscotch, pepper, and clove. Sour apple pips, burnt sugar and spice, and some residual vanilla creaminess see it out.",0
2420,"
Herbal with roasted sage leaves, coriander seed, savory meat juices, and a twinge of tarragon, though there are fruity qualities like fresh peach and clementine. Creamy orange fondant, clove, peach, and nectarine sweetness, honey, and caramel with a gentle spicy edge makes for a quite charming whisky. It reaches a plateau relatively quickly, with just hints of citrus fruit and light spices to finish. (5,443 bottles)",1
4926,"
Made entirely with Spanish barley and showing healthy progress, this 10 year old single malt is further proof that owner Beam Global is committed to producing quality Spanish single malt. But it has some way to go. This is a señorita, not a matador, and is far too polite — more like a blend than a single malt. Orange jelly, marzipan, and apple pip all make an appearance, but it’s all too safe. ",0
857,"
As ever, the composition of Black Art is a closely guarded secret, and this is distiller Adam Hannett’s first such assembly. Rich aromas of fig, succulent autumn berries, sherry, cream, and malt feature on the complex, floral nose. Viscous on the palate, which opens dry, with developing berry fruits and spicy oak, plus dried fruits and candied peel. Long and drying in the finish, with plum and peppery oak.",1
815,"
A single barrel bottling from Warehouse N, rick number 1, bottled at the proof that Wild Turkey was designed to be. A deeply-woody spiced nose featuring cinnamon and caramel advertises a power punch whiskey, but on the palate there's no punch. Instead, it’s lush, round, and affable, with deep caramel and cinnamon co-mingling with peanut. The lush, sweet start is well-balanced by cinnamon spice, which ramps up and drives a long spicy finish. This is delicious whiskey. (Julio’s Liquors only)",1
3704,"
This bourbon is named for the Special Forces horsemen, known as the horse soldiers, who served in Afghanistan. The nose starts earthy and herbal, with notes of leather, licorice, and light smokiness. Drying oak on the palate, with bitter orange and herbal notes, roasted walnuts, and burnt cinnamon and brown sugar. A finish of orange, bitter chocolate, and espresso beans. Water coaxes out raspberry and honey blossom.",1
166,"
Following Tennessee’s practice of charcoal-filtering the distillate before aging, this whiskey is soft around the edges yet delivers plenty of intensity. The mouthwatering peanut aromas evoke memories of cracking open a school lunchbox while the palate delivers abundant fruit: orange marmalade and caramel apple. Fine bitter-sweet balance suggests burnt sugar, Mexican chocolate, chocolate-covered almonds, and toffee. Indeed, sweet nuts, like French burnt peanuts, candied pralines, and marron glacé, seem to be the common thread here, lending this a consistent chord from initial nose through the drying, pleasantly spiced finish. As recently as 2016, Dickel appeared to be reeling, following the departure of two longtime distillers. In 2018, 33 year old Nicole Austin, a chemical engineering graduate who got her start with New York craft distiller Kings County Distillery, took over as general manager and distiller. Austin set about cherry-picking the warehouses for exceptional barrels, a dramatic change of course from the just-released George Dickel Tabasco Brand Barrel Finish, finished in hot sauce barrels. The result is this 13 year old whiskey, which like all bottled in bond spirits results from one distilling season—here, the fall of 2005. In this way, bottled in bond whiskey is similar to a vintage wine, making this release a limited edition by definition. We relish well-aged, delicious whiskey at a bargain price—and all whiskey lovers have reason to applaud George Dickel on hitting its stride. Number 1 in the 2019 Top 20 ",1
2704,"
At first it’s a smorgasbord of cotton candy, vanilla, caramel, tapioca pudding, honey, and salted caramel. Then spice-bomb reality sets in with nutmeg, cinnamon, anise, and ginger. Finally, the spice gives way to caramel over cornbread, malt, and Cinnamon Toast Crunch. The medium finish ends what was developing into a great whiskey; alas, much is to be desired.",1
4482,"
Oh boy! It’s like tearing open a warm banana-and-toffee muffin, the steam bringing the moist, sweet goodness to your nostrils. Roasted peach and neat orange cordial join the party. On the palate, the alcohol strength is noticeably strong, with flavors of red currant, cranberry, and black pepper. At the fruitier end of the Cambus spectrum, this concludes with a whimper of spices, leading to a nip of cinnamon and bitter vanilla in the tail. (270 bottles) £87",0
3807,"
This 17 year old single cask (#10042) bottling of Highland Park was distilled in September 1996 and is presented non-chill filtered and with no added color in Douglas Laing’s Old Particular range. Baked cereal and peeled apples on the peaty nose, while dark, smoky notes contrast with lighter, fruity flavors on the palate, along with a sprinkling of pepper. The finish dries, with more pepper, bonfire embers, and coffee grounds. £90",0
2454,"
A nose of cinnamon Red Hots and spiced oak, with eucalyptus, cracked pepper, herbaceousness, and minerality. The palate is somewhat hot, offering pepper spice and oak tannins, but soft in texture, with notes of vanilla pastry, strawberry shortcake, raspberry jam, baking spices, and roasted nuts. Water adds more nuttiness, as well as dark chocolate. A smooth finish of dark chocolate, spice, and tobacco. Somewhat oak forward, but showing good maturity.",1
1063,"
Ireland’s penchant for cognac-cask finishing continues to impress with this single malt and grain blend, which marks the centenary of the death of company namesake and Irish nationalist Henry Egan, who made tweed suits a symbol of protest. With a delicate nose of peach, passion fruit, white blossom, lime, pear, rose water, and sweet grain, the cognac flavors coddle the palate with peach, fudge, a whizz of spice, vanilla sponge, and grapefruit. (5,995 bottles)",1
742,"
An authoritative nose: deep oak structure, cracked corn, warehouse reek. Minty and lively, but deep and almost ponderous at the same time, and not anywhere near as hot as expected. A bare hint of mustiness (which a bit of water helps wash out) keeps it from being truly exceptional, but this verges on greatness. A show-stopper.",1
2116,"
Glenglassaugh has launched its first cask-finished whiskies, matured for an unspecified period in first- fill American oak casks before finishing for up to 2 years in secondary casks. This is the pick of the quartet of expressions, with a nose of fragrant, fruity smoke, hand-rolling tobacco, and new leather. Red berry fruits and woodsmoke feature on the palate, while the finish offers gentle peat smoke, cinnamon, and black pepper. £60",1
2177,"
Distilled in 1992, a year before Rosebank fell silent, this 21 year old expression was matured in refill American oak casks. 4,530 bottles have been released. The fragrant nose yields milk chocolate, peaches, apricots, nutmeg, and toffee bonbons. Spicy and mildly herbal on the palate, with icing sugar and a suggestion of dark chocolate. The finish is medium in length, fruity, with gentle spice, coffee, and developing oaky dryness.",1
1543,"
This is clever. Using Mossburn Cask Bill #2, the whisky has been finished in first-fill oloroso sherry butts with heavily toasted virgin American oak heads. The nose is intense: sweet barley, fresh oak, vanilla, pear, fresh apple, orange peel, and dry wood spices. Silky texture, with citrus, barley, coriander seed, pepper, aniseed, and clove, offering further waves of creamy vanilla, fruit Life Savers, and soft malty notes.",1
2608,"
A comparatively rare independent bottling of what is, in any case, a hard to find single malt. Distilled in 1990, matured in an American oak hogshead (#646), and bottled at cask strength. White pepper, damp earth, violets, cinnamon, and slight saltiness on the nose. The pepper blackens on the idiosyncratic palate, with cough syrup, big spice notes, and dark berries. Long and peppery in the finish, with developing oak tannins.",1
2076,"
The first 10 year old release containing whisky produced entirely by the new owners. I love the interplay here between the malt, sherry, and smoke, with all getting a chance to shine. A rich vanilla-tinged malty foundation, deep caramel, rhum agricole, an array of lush fruit and dark chocolate, along with grassy/hay notes, honeysuckle, subtle spice (cinnamon, anise), and lingering earthy smoke. A vast improvement from the “Origins” release last year. I would only make three changes to make this whisky even better (and elevate it to 90+ status): a couple more years on oak, bottling at 46%, and not chill-filtering it. Still, this is one of the best efforts from this distillery. Well done!
",1
299,"
Style: Bourbon Color: Antique amber Aroma: Thick, lush, very complex and nicely balanced. Notes of polished leather and oak marry nicely with the toffee and caramel. Tobacco, raisins, and dates, add complexity and diversity. Palate: Bold and voluptuous, with notes similar to its aroma. Long, soothing finish.
   General Comments: A big, broad-shouldered bourbon jam-packed with flavors that just won't quit. Most bourbons of this age and intensity are too woody. Not this one. It is very well-balanced from beginning to end. Bravo! Price: upper $30s. Available nationwide but produced in limited quantities.",1
1124,"
The first blended malt to carry the Chivas Regal name was created as a tribute to the legacy of the five master blenders, from Charles Howard in 1895 to Colin Scott. Malts from five of Pernod Ricard’s Speyside distilleries (Strathisla, Longmorn, Tormore, Allt-a-Bhainne, and Braeval) were used to create intricate and elaborate flavors. Even more enchanting than the story are the aromas of fresh red apple, cherry, peach, and mango, mingled with cinnamon and dry heather. This luxurious whisky delivers dark vanilla, soft fruits, chocolate-dipped Brazil nuts, and is cloaked in sumptuous layers of caramel, wood spices, and gingersnaps. Outstanding. Number 19 in the 2017 Top 20 ",1
843,"
Arran’s latest addition to its core range is matured in bourbon and oloroso sherry casks. Mellow on the nose, with baked apple and toffee, then developing tropical fruits and icing sugar aromas in time. Sweet and balanced on the palate; spicy, with milk chocolate and peaches in syrup. Lengthy in the finish, with tangy fruit notes, restrained oak, and gentle spices. (9,000 bottles)",1
4714,"
Barely aged white whiskey. Huge new-make nose, soaked grain and green apple, then rye-driven mint and spice. Bursting spice and mint in the mouth, quick hot fireworks, long gripping finish; somewhat drying. Hot, but holds your attention. Lower distillation proof (134) leaves more room for flavor on this one, and some water makes it enjoyable...if I could just get past that new-make nose I can't help thinking of as “too young.”",0
3318,"
Vivacious and fresh aromas of raspberry, licorice cookies, brown sugar, herbal tea, and toasted oak. The palate falls a little short of the setup, with a light body and some youthful heat driven by oak. Nevertheless, orange and lemon peels, roasted pecans, caramel, blackberry, nutmeg, and black pepper punch through the wood, demonstrating a well-executed, if simple, bourbon.",1
405,"
Kentucky straight bourbon whiskey finished in a port pipe. This is veteran master distiller Lincoln Henderson’s newest creation, and it’s a beauty. Richly textured, silky, and well-rounded, with ripe berried fruits, candied tangerine, light toffee, maple syrup, and creamy vanilla, sprinkled with spice (cinnamon, hint of mint). Smooth, silky finish, and dangerously drinkable! The port pipe notes dovetail perfectly. Lovely just the way it is, but it’s begging for a cigar. My only gripe: why not 45 or 50% ABV? But I’m splitting hairs. I really enjoy this stuff!",1
838,"
Pale and slightly flinty to start, with touches of Caol lla-style salt-washed rocks, but here there’s sweetness, while the smoke gives it a mezcal-like air; pears and burning wood (hot brake pads), minerality, then green olive and a light medicinal note. With water, sashimi-style cleanliness. The palate is rounded, with real olive oil, peppery sweetness, soot, and white chocolate. A real ‘palate whisky,’ filled with bare-faced bravado.  A great Ardbeg.",1
1538,"
Get back to nature; this is a whisky to savor during a spectacular sunrise. Lychee, edamame, pea shoots, green apple, and morning dew on lush lawns. As it warms and wakes up, there are hints of orange and some piquant spice. The taste jumps from lemongrass to lemon candies, with melon, mild peppercorn, gentle vanilla, creamy oak, and a few green notes at the end.",1
1217,"
Dalmore 25 year old comprises spirit matured initially in American oak casks, some of which is then transferred into first-fill bourbon barrels, while the remainder goes into Palomino fino sherry butts. The two batches are then reunited in bourbon barrels before a final finishing in tawny port pipes. Vanilla, figs, toffee, and ripe oranges on the festive nose, while the palate features more orange, peaches, milk chocolate, and sherry. The chocolate darkens in the lengthy finish, with ginger and licorice.",1
4673,"
Perhaps the oldest BenRiach on the market. I have great respect for whisky that has somehow managed to survive this many years without being bottled. If you want to taste a piece of history (which I can understand) and have unlimited funds, then go ahead and buy this. But, for the money, I prefer the BenRiach 25 year old (or even the 30 year old) to this whisky. Deeply layered oak -- from dried, spicy oak to juicy, damp oak. Notes of perfumed vanilla, roasted chestnut, and orange marmalade accentuate the oak. Pretty good for 40, but its best years are behind it.",0
1109,"
Not Compass Box at the very top of its game, but pretty damn good nevertheless. This is a mix of malts from different distilleries and it has the company's distinctive DNA all over it, combining siege cannon-strength peated malt with rich, fruity, sherried whisky. It's clumsier than the wonderful Flaming Heart but in the same ballpark, and I have to declare an interest — I adore this combination when it's delivered right. £180 ",1
2548,"
The Islay character is most evident in the younger whisky expressions, before the oak has tamed them. This whisky is a perfect example: an uninhibited, incredibly powerful Caol Ila, thumping out notes of tarry rope, damp peat, kippers, and seaweed. Background spices (salt, pepper, ginger) add intrigue, while a firm foundation of vanilla malt struggles to provide soothing comfort. Extreme Islay whisky. (A Binny’s Beverage Depot exclusive.) 
",1
3862,"
A new, and welcome, permanent member of the core Kilchoman range, this comes from a mix of sherry finished and sherry matured whisky. The nose kicks off with a lovely cigar ash note—a cigar club toward the end of the evening—and while there are some dried fruits from the sherry, Kilchoman’s gentle, light character gives energy and lemony lift—shellfish, grass, and herbs. Lovely balance. Rounded, softly fruity, and highly approachable.",0
4430,"
Made in Washington State with Washington barley in a copper pot still, and aged “over a year” in new, charred, 10 gallon oak barrels. Good color; nose is frisky and young, with fresh oak and big pear aromas, and a hot feel. Hot and direct in the mouth: grainy, some of that pear, and a somewhat bland but appealing cereal sweetness. Finish is more of the same, with a flick of heat at the end. ",0
4215,"
If Tasmania is defining a distinctive whisky style, this is it. If you buy into the big red fruit and berry, full-frontal Aussie assault, accompanied by a rural earthiness, then this may be too ordered for you. But for most whisky drinkers exploring new territories the rounded red berry and orange fruits, and the full, rich, sweet center make it a perfect entry-level whisky to ease you in. A$130",0
16,"
A caramel-laden fruit bouquet, followed by unending vanilla, leather, tobacco, cotton candy, marshmallow, quince, cinnamon, hints of juniper, and wildflowers. Then, brown sugar butter and maple syrup over buttermilk pancakes, Cracker Jack, raw honey, bittersweet chocolate, and hints of pecan shell. Extremely long finish with a fried apple pie note. An incredibly complex and intense, must-have sipper. Perfection.",0
1966,"
Fresh and delicate on the nose, with stone fruit—especially peaches—white pepper, orange Creamsicle, and spice. A generous oak backbone provides the foundation for plums, nectarines, black pepper, clove, chamomile tea, and piney cedar that sweeps into a dry oak, cocoa, iced-tea finish. Although a bit hot at times, the balance and array of flavors is an outstanding coup for this young distillery.",1
101,"
Bottled in 2001, but still in circulation and (fortunately) just finding its way to me. These Springers from the ‘60s are getting rarer and quite expensive. This is a great example of why they are so coveted -- clean and well matured, with no sign of excessive oak. Elegant sherried fruit dovetails nicely with polished oak and a steady stream of dried spices. Look for citrus, nectarine, red licorice, coconut oil, ripe banana, and vanilla custard with warming cinnamon and brine. Warm, spicy finish. Very polished!",0
1731,"
Longmorn is now being bottled one year older. Whisky companies seem to be discontinuing odd-year whiskies. Bowmore recently extended their 17 year old to 18. Ironically, in both instances, the older whiskies serve up more sherry and fruit. Both the Longmorn 15 and Bowmore 17 were considered benchmark whiskies, so these changes weren’t without risk. Still, in both instances, the new expressions won’t disappoint. This new Longmorn shows a mouth-coating maltiness -- Longmorn’s signature characteristic. Along with this, there’s ripe barley, honeyed fruit (peach, with subtle sultana and pineapple), gently complex nuts (almonds, brazil nuts), and a hint of chocolate-covered coconut. A lush, fruity-sweet dram that lingers long on the palate. True Longmorn devotees will still want to purchase a bottle of the 15 year old while they can.",1
498,"
Peat Monster is a staple Compass Box blended malt whisky, but this raises the bar significantly. The nose is “as you were”: peat reek, seaside, very Islay. But on the palate John Glaser's added some peaty Highland whisky—probably a signature Clynelish—to add a hint of licorice, a softer, fruitier smoke base, and through some virgin French oak, a delightful spiciness. Compass Box is in a purple patch. Again.",1
4137,"
A nicely clean Longmorn, expressing floral notes (especially violets) and bright fruit (lemon, lime, cantelope, plums), supported interwoven notes of honey, rich malt, bread pudding, dates and vanilla. The classic Longmorn viscosity is there, and this thickness is tamed by a very pleasing spicy, dry oak finish, with a hint of salt. I could drink this stuff anytime. G&M’s move to 46% has certainly benefited this whisky. (Bottled exclusively for Binny’s Beverage Depot.) 
",0
3838,"
There’s something rather round peg in a square hole about Tormore, that grand urban palace of a distillery in wildest Speyside. The whisky, sadly, is often the same. Here, though, things look promising to start with: rice crackers, and a spicy, rye-like hardness on top of a vanilla-accented, sweet trail mix of a nose with some earthiness behind. The palate, for me, is still too rigid. For all its efforts to relax, this Tormore remains tense. £90",0
4756,"
Unmistakably grainy in character, this offers aromas of pink lemonade Dubble Bubble, faint vanilla, confectioner’s sugar, and mild herbal tones. Its redeeming qualities are the good thick texture and creamy, buttery feeling in the mouth. Sparkling orange and processed raspberry and strawberry flavors are hit by a surge of pepper and clove, which subsides to allow some late herbal notes to creep in. The finish has a heavy clove note. File this as a grain enthusiast’s grain whisky. £81",0
1664,"
Fresh and quite aromatic. Nice interplay between soothing malty sweetness and honest “naked” Caol Ila notes (in the sense that all the classic Caol Ila flavors are exposed-leafy smoke, tarry rope, salt & pepper spice, seaweed, and olive). An evolving whisky, with a phenolic, briny crescendo that lingers. Nicely done. 
",1
4718,"
There's absolutely nothing wrong with this and out of context, its rounded, fruity, and sweet taste is perfectly acceptable. But it's standing in the company of giants, and when compared to the steady stream of world-class Irish whiskeys over the last year, this just doesn't cut it. The 12 years in oak don't seem to have added much to the story, the alcoholic strength means it lacks real bite, and the flavors are bland in this company. ",0
3670,"
A delicate grassy nose with aromas of bread dough, green bananas, cardamom, and lemon. Light-bodied on the palate, with pleasant flavors of cardamom, lemon, and white pepper, it rushes through to a more substantial finish of roasted walnuts, tobacco leaf, unsweetened chocolate, and oak. (Total Wine & More)",1
1586,"
The smoky black peat, toasted spice, lemon peel, toffee, swept autumn leaves, and dried fruits on the nose give this expression greater affinity to regular Black Label than the rest of the range. Lagavulin and Caol Ila, among other Islay single malts, are included in this blend. The palate begins with a smooth array of caramel, smoke, and spice, transitioning through darker toffee notes to thick treacle, toasted hazelnut, and peppercorn, with brief flashes of fruitiness on the finish.",1
884,"
Another first fill sherry butt, giving its typical reddish-brown hue. This runs more into the clove, cassia, and allspice area than just dried fruit. While maturity is obvious, and there’s even a hint of dunnage/leatheriness, it is the concentrated fruit sweetness that surprises here. The distillery has fought back against the cask, and while still crepuscular in nature, there is a rich, concentrated, and mellow glow at its heart. £345",1
2095,"
Unusual, insofar as this is the one chance a year that drinkers get to try Caol Ila’s other expression: the unpeated version, which — and here’s a bit of history for you — helped save the distillery during the lean period of the whisky loch in the early 80s. Rather than this just being Caol Ila with the peat stripped out, the team made  it in a different fashion — but there are still hints of commonality. 
For example, the grassy note that usually lies beneath the smoke is the lead aroma here, and it’s not any old grass, but wet grass — like skidding on a football (soccer) field. The mind keeps looking for smoke, but apart from a hint of birch smoke (which could come from the (refill) cask), it’s whistle-clean and fruity, and with a touch of water, fills with an aroma of toffee popcorn, custard, and pears. 
The palate continues in this light fashion with melon balls and fruit cocktail. This potentially bland fleshiness is given a perkiness thanks to the high alcohol and, again, a jag of acidity. Bizarrely, on the finish, I pick up slight saltiness. A fun dram. ",1
1377,"
As the price may suggest, there ain’t a lot of this around, but to see Hakushu at its most robust, try and find a bar with a bottle. Again, the sherry component has been upped, as has the smoked element. There is, however, always that graceful Hakushu purity running through, this time expressed as rhubarb and strawberry. The palate shows great oily depth, hints of walnut, and yes, a sprig of mint tying it to the 10 year old. £555",1
2371,"
This is a blend of single malt whiskeys from a number of U.S. distilleries, and malt indeed shines throughout. On the nose, there’s cooked apple and pear, with nutmeg, chamomile, milk chocolate, and salt water taffy, followed by a biscuity sweet palate packed with floral and stone fruit notes, milk chocolate, toasted almonds, cinnamon, and salinity. The dry, round finish has vanilla biscotti, gentle oak, warm almonds, and tobacco leaf.",1
4108,"
As this is slightly closed when neat, you have to search for Glen Grant’s classic apple notes behind a tense nose which, even with water, remains inward-looking. Thankfully, this changes on the tongue with pure, very linear (typical of GG) flavors of cool mint, cucumber, basil, and yes, apple. Easy-going from a relaxed cask, but with more substance than you’d expect.",0
1259,"
Thor is the first in Highland Park’s new cask strength Valhalla Collection, with a fresh expression inspired by the Nordic gods due to be released annually over the next four years. Ginger, sherry, Christmas spices, wood smoke, vanilla, and a hint of lemon on the complex, confident nose. Notably spicy in the mouth, with peaches, clotted cream, sherry, and more smoke. Long in the finish, with lots of ginger, a little aniseed, and finally, spicy peat.",1
3128,"
Diageo is releasing five triple matured single malts, all exclusive to Friends of the Classic Malts and without age statements. Initial maturation was in refill casks, followed by a period in charred American oak hogsheads, and finally European oak refill casks. Sweet on the nose, with heather honey and gingerbread; slightly herbal. Resinous and waxy. Cloves, cinnamon, oak, and black pepper notes on the buttery palate. Medium length in the finish, with lingering cloves and freshly-sawn oak. £80",1
2663,"
A distillery-only bottling last year, and I'm delighted it's now more widely available. Penderyn is as brash about portwood as the Aussies, and this has a rich, creamy, and sweet liqueur-like taste, with blackcurrant to the fore. It's a delight. Penderyn is bottled in batches, so this is a different version from last year’s, but it's close. I called it fruit compote in a glass. £36",1
2831,"
5 years is when bourbon really starts developing complexity, and you find the beginnings of greatness here, with saltwater taffy, vanilla custard, citrus, corn pudding, and a healthy dose of cinnamon. Its proof offers satisfying warmth that quickly turns to spice. Medium finish gracefully gives a hint of warm vanilla icing. In an age of barrel strength bourbons, this is a good one, but lacks complexity for higher praise. Sourced whiskey.",1
1608,"
At first it’s a confectionery delight, with notes of cotton candy, caramel, burnt brown sugar, and praline. Then a spice explosion hits as the caramel becomes more defined. We’re talking pumpkin pie spice with hints of allspice, cardamom, and clove. Tobacco and stone fruit develop toward the end. Alas, its medium finish, with a hint of oak, doesn’t continue the complexity found on the palate.",1
1101,"
This whiskey finishes its maturation at Bow St., Dublin, the first time this former distillery site has been involved in any whiskey production since 1975. A beautiful balance between toffee, spice, and oak, this has aromas of concentrated citrus, polished oak tables, caramels, and nut brittle. A supremely smooth concoction of dark nutty toffee, vanilla, pepper, clove, and oak. The strength is epic. Fabulous, rewarding special occasion stuff.",1
1809,"
Gentle notes of lilac, sweet perfume, and rye bread are underscored by orange blossom, spearmint, and blueberry. Heaps of spice—clove and cinnamon hearts candies—will delight rye fans, as the mix of berry fruits and lively spices really comes to life with water, revealing bitter citrus pith, black pepper, vanilla, and a finish of generous char and tobacco smoke.",1
387,"
Well-structured and masculine with its rich malty backbone and mouth-coating fruit. Yet, there’s a silky, seductive underbelly that’s very compelling. Notes of sultana, honey-drenched mandarin, ripe peach, thick toffee, and anise, with a peppering of spice throughout, especially toward the finish, where a hint of smoke emerges. The grain whisky enhances the blend’s allure by cutting through the whisky’s viscosity, making it very more-ish. I love the combination of drinkability, flavor, complexity, and balance in this blend. Very versatile. Single malt drinkers will thoroughly enjoy this experience. (Note: at this time, this whisky is not sold in the U.S.)
",1
2065,"
The darkness of the hue of this, the second official release of a 40 year old from Balvenie, gives an indication of how intense the relationship between cask and spirit has been over its long sequestration. It emerges brimming with dense aromas such as tamarind paste, treacle, and Black Forest gateau. Amazingly, on the palate there’s a lift of vanilla-like sweetness before the heavier and drier elements close down on the finish. Incredibly limited; only 150 bottles produced. £2,500",1
4337,"
This new NAS might surprise those who recall the Chivas Bros. “Age Matters” campaign, but that’s whisky for you. The initial impression is of a fresh maltiness, sweet hay, and fresh porridge oats, then comes sawn oak, but it opens into pineapple, becoming more obviously Glenlivet. The palate is pretty and light, but seems a bit hollow in the middle, making the whole package slightly insubstantial. Water enhances and sweetens the nose, but deepens that mid-palate hole. £30",0
1029,"
Highly approachable at cask strength with lemon biscuits, oak shavings, kiwi, vanilla essence, and breezy maritime notes. The palate unpacks lemon meringue pie and green melon, with an undercurrent of spice. Vanilla and caramel build atop a growing disquiet of peppery spice, with hints of peppermint to finish. This works superbly as a drinking experience without diluting.",1
4168,"
Polished rosewood. Big sherried notes, but also generous sweetness. Vermouth-like: dark fruits, a hint of spice, light oxidation, with some herbal edges and Morello cherries. Becomes balsamic. The palate is highly concentrated, with more cherry, but has this intense savory astringency. Water is needed. The nose continues to be remarkable, all damask rose and resin, but dilution can’t eradicate the mouth-puckering quality. £130",0
4011,"
100% malt whiskey, aged “to taste” in white oak vats (1,000-2,000 gallons!), on toasted cubes of hickory, maple, mulberry, red oak, and grape wood. Pleasantly fruity nose with a firm oak backboard. Malt is dominant on the tongue, a bit shallow, but the woods contribute a bubbling complexity. Unfortunately, things don’t really come together in the finish, but the experiment’s not a loss, given the interesting effects of the multiple woods. Worth a taste.",0
2727,"
Pineapple rings, lemon and orange wedges, and brown sugar aromas offset fresh pine and a bundle of herbs: basil, tarragon, fennel. The chewy palate is herbal and savory, with licorice, dark chocolate, roasted cherry, and plenty of oak, yielding to pineapple, orange, and lemon on the finish. The bump-up in proof from its non-bonded sibling bourbon yields nice results when adding water, which softens and expands the flavors.",1
3025,"
Pale straw in color, and while it is clean and fresh, it’s also very delicate, with elderflower blossom, dusty florals, and a freshly-starched linen note. All rather discreet, shy even, but effort reveals a subtly lovely dram. Water adds a perfumed, green note. As the nose suggests, it’s not an immediate thruster of a malt, with some light jasmine tea and a little fleshy fruit on the end. Tread cautiously, lest you scare it.",1
2303,"
Earthy notes, with plain chocolate nibs, malt drinks, and a little leather. There’s a subtle smoky air; nothing too astringent or overpowering. It’s great to try if you’re new to peaty whiskies or were put off by a peat colossus from Islay. Fig, plums, and soft prunes, though it’s mouth-puckering neat, so cut it down. Then, the fruit rounds out beautifully, allowing some gentle spices to shine through with some coffee bean notes at the end. Terrific stuff. £68",1
432,"
Vanilla, honey, and caramel accented by baking spices and dark fruits on a complex nose. Water opens up a blisteringly spicy palate, revealing gorgeous clean grains, dusty rye, and citrus hints hidden underneath. Not as floral as earlier iterations, and with fewer typical sour rye notes. Baking spices dominate the vanilla-sweet palate, which finishes with sweet peppery spiciness. Perfect for cask-strength fanatics with patience and an eyedropper. C$100",1
3015,"
Nicely sherried. Rich, with maple syrup, honey-drenched citrus, sultana, and a good dried oak spice finish for balance. Well done for a 12 year old, and definite competition for Macallan of the same age. ",1
4630,"
With its straw color, this looks nothing like a 6 year old, but its aroma and taste justify the age statement. Caramel-covered popcorn, cooked grains, Nutella, honey, and toasted rye bread. No one flavor overpowers another as an assortment of sweet and spice project over a chewy mouthfeel. The medium finish shows decent caramel. This is nice, but doesn’t wow the palate. Sourced whiskey.",0
4088,"
Aged for six years in bourbon casks, then aged an additional ten years in Bordeaux wine casks. Classic Bowmore peat smoke and red berried fruit (raspberry, strawberry) are the main components of this whisky, with additional notes of plum, grape skin tannins, currant, caramel, and marzipan. Good grip from the Limousin oak (wine casks). Some brine and damp cellar notes emerged occasionally, with the smoke lingering long on the finish.
",0
3572,"
Brenne has a fruity, vinous demeanor unlike anything else on the whisky market, and this year’s bottling deploys a greater use of Cognac barrels. Ripe honeydew melon, poached pear, strands of lemon and mandarin, and warm, creamed rice pudding. Mandarin segments in watermelon juice liberally sprinkled with pepper, then some fudge-like sweetness emerges, barbed with fennel. The French oak spices persist into the finish, heaping on the pepper and licorice.",1
4834,"
This is coming from a first fill sherry hogshead, so there’s little surprise that the color is as dark as pitch. This is Glenfarclas at its most concentrated; less about dried fruit and more about highly-roasted espresso with a glass of ancient Marsala on the side. The palate shows firm grip moving into astringency. Too much cask for me, but if this is what rocks your boat, go for it! £840",0
