id,author,description,price,ratingValue,pert_alcohol,category
1116,Fred Minnick,"Toasted oak, coffee, cola, molasses, and campfire smoke linger over a French bakery and baking spices that are both interesting and appealing. Then chocolate, hazelnut, and nutmeg dominate in a dessert-style treat that later introduces custard, banana cream pie, and candy corn. Almond butter appears for the long finish.(Bottled in winter 2017; Kentucky only)",,89,45.2,
1117,Fred Minnick,"A bourbon made with cherrywood-smoked barley in the mash. When chocolate and cherries meet, instant joy can only be improved with roasted nuts sprinkled on top. That’s what happens here. It’s all there in the opening round, followed by toasted oak, tangerine, pumpkin latte, caramel-covered popcorn, and more cherries, from jam to pitted dark cherries and maraschino to cherry fried pie. If you love cherries, this is a must-have.",100.0,89,45.2,2.0
1118,John Hansell,"A surprising amount of sweetness to balance the wood spice. Notes of pencil shavings, glazed fruit, candy corn, vanilla fudge, and bold polished leather on the finish.",47.0,89,45.0,2.0
1119,John Hansell,"More caramelized sugars (caramel and toffee), with darker fruit than the 105 and 90. More oak spice influence too, but balanced nicely by the sweeter notes. Mouth-coating, viscous, and lubricating in texture. Price is per 375 ml.",47.0,89,45.0,2.0
1120,John Hansell,"Light in body, with creamy notes of vanilla and honey married with orchard fruit. All this is balanced by warming dried spice on the finish. Very enjoyable. Buffalo Trace Experimental Collection French Oak Barrel Aged Bourbon 2015 Release. Price is per 375 ml.",47.0,89,45.0,2.0
1121,John Hansell,"Toffee and maple syrup, cigars aged in cedar, along with polished leather. Resinous grip on the finish balanced by dark, caramelized sugars. Tastes older than its true age. 375ml",47.0,89,45.0,2.0
1123,John Hansell,"Usually the sleeper of the Collection. Toffee mixed with cinnamon, mocha, añejo rum, golden raisin, dried citrus, and tobacco, with firm leather and oak on the finish. Last year’s release was more balanced and a great expression of the brand, but I’m afraid this release is a little heavy on the oak; particularly on the finish. Buffalo Trace Antique Collection 2015 Release.",80.0,89,45.0,2.0
1124,Fred Minnick,"At first it’s a confectionery delight, with notes of cotton candy, caramel, burnt brown sugar, and praline. Then a spice explosion hits as the caramel becomes more defined. We’re talking pumpkin pie spice with hints of allspice, cardamom, and clove. Tobacco and stone fruit develop toward the end. Alas, its medium finish, with a hint of oak, doesn’t continue the complexity found on the palate.",90.0,89,45.0,2.0
1125,John Hansell,"Amber chestnut color. Rich, sweet aromas of toffee, maple syrup, soft candied fruit, and molasses, balanced by an oaky dryness and subtle spice notes. Thicker and fuller in body than previous vintages, with a somewhat silky texture. On the palate, the whiskey begins smooth and sweet, with notes of maple syrup, toffee, and soft ripe fruit, gradually increasing in intensity as spice (vanilla, subtle mint) and oak notes kick in. Lengthy finish.",25.0,89,45.0,2.0
1126,John Hansell,"This is an elegant whiskey with lots of finesse. Its primary flavors are vanilla, mint, and candied fruit. A touch of honey, light toffee, slight nuttiness, and rum notes round out the palate. Very clean, with a pleasingly dry finish. And nicely rounded too! Each year’s vintage is slightly different. Some have been quite rich and full in texture. This one is more subtle and teasing-and it’s one of the better ones.",25.0,89,,2.0
1127,John Hansell,"While last year’s vintage was a more delicate expression of Evan Williams, I loved it for its elegance, charm, and balance (and gave it a 95 rating). This one is darker in flavor and bolder, with more caramelized sugars (caramel, toffee, maple syrup) along with some underlying fruit. It’s also drier, spicier, and with more wood influence (resin and polished leather). It still maintains its balance on the nose and majority of the palate, but with more wood on the finish than I would prefer to rate it in the 90s. (One more thing to consider: it’s a single barrel bottling and no two barrels are alike.)(Value Pick)",26.0,89,43.3,2.0
1128,John Hansell,"Very straightforward and unassuming. Its greatest assets are its balance and drinkability, rather than its flavors. Lovely sweet notes (caramel, vanilla), orchard fruit, golden raisin, and spice (cinnamon, nutmeg, dusting of cocoa), leading to a smooth finish. Not the most distinctive or complex of the single barrel releases, but just a joy to drink. In fact, this is almost too drinkable. It’s a whiskey I feel would show better at a higher strength (say, 45% or even 50%).",26.0,89,43.3,2.0
1129,John Hansell,"Silky in texture and gently sweet. This new “Mariage Collection” release shows a softer, more elegant side of Four Roses when compared to their other bottlings (including the most recent limited edition 120th Anniversary bottling, which was a much bolder affair). Notes of candied fruit, black raspberry, blueberry, creamy vanilla, cornbread, and chamomile tea. Delicately spicy too, with a polished oak finish. Clean on the palate and very drinkable. Four Roses utilizes a wide variety of mash bills and yeast strains, and has the ability to produce a diverse array of whiskeys. This “Mariage” offering is a good example.",70.0,89,55.7,2.0
1130,John Hansell,"The replacement to Four Roses “Mariage” limited editions, which were a marriage of two different whiskey formulas. This new whiskey contains three of Four Roses’ ten different recipes. It tastes older and more mature than the standard Small Batch bottling—there’s a lot more oak dryness and spice, especially on the finish. Along with the oak, there’s plenty of fruit, too (citrus, pineapple, apricot, papaya), plus caramel-coated nuts, a kiss of honeyed vanilla, and complex dried spice (cocoa, nutmeg, cinnamon) kicking in on the finish. (Available September, 2010.)",75.0,89,55.05,2.0
1131,John Hansell,"The most brooding of the three. Not as polished as the Barrel Select, but certainly very entertaining. Shows more depth that the No. 8, with more dry oak intensity and more heft. Notes of dried spices, dark chocolate, cocoa, and charcoal balance the citrus, currant, caramel, and vanilla. A very good sipping whisky for under $20.",20.0,89,45.0,2.0
1132,John Hansell,"The oldest of the four in years, and also the highest in alcohol. It has managed to maintain its balance of flavors and keep the oak notes from becoming too dominant. Bolder and more masculine than Rowan’s Creek, but not as teasing or seductive. Still, it’s a great effort.",50.0,89,57.15,2.0
1133,John Hansell,"Style: Bourbon Color: Honey gold Aroma: Subtle. Clean. Delicately spicy, with notes of vanilla, mint, citrus, and golden raisin. Palate: Like its aroma, with a pot pourri of spices on the finish.",38.0,89,44.5,2.0
1134,Fred Minnick,"A beautiful opening of oak, butterscotch, and fruit quickly becomes more pronounced in banana and pineapple. Then baked apple, Bananas Foster, caramel pudding, and salt water taffy. Hints of smoke and paprika lurk, but marzipan and orange blossom honey nail the landing. The finish doesn’t hold up to the palate, only offering a hint of caramel. Very good, but not quite outstanding.",80.0,89,48.0,2.0
1136,Fred Minnick,"When spice meets fruit in whiskey, it’s a beautiful thing. Here, chili pepper melds with banana and pear, then baking spices tumble into passion fruit. Next, it’s cornbread, vanilla ice cream, hazelnut, and brown sugar. Finally, a touch of caramel appears toward the end, where a medium but lovely finish takes it home. This will make a fine table whiskey for easy sipping.",36.0,89,46.075,2.0
1137,John Hansell,"Matured in a bourbon hogshead. Floral nose. Soft, creamy, and elegant, with honeyed malt, custard, subtle butterscotch, and delicate fruit (orange, peach) peppered with spice (powdered vanilla, nutmeg). Well-balanced, gently dry, and easy drinking. A charming whisky (for a lazy Sunday afternoon, perhaps?)",110.0,89,56.1,1.0
1138,Gavin Smith,"A’bunadh is matured entirely in Spanish oak oloroso butts, non-chill filtered, and bottled at cask strength. This edition is very rich, with dark berry notes on the nose, hazelnuts, caramel, cinnamon, and orange fondant creams. The palate is full and supple, with polished oak, honey, new leather, raisins, prunes, and a hint of cloves. Very long in the finish, with plain chocolate, black pepper, fruity spices, and oak.",100.0,89,60.8,
1139,John Hansell,"Identifiably richer, fuller, and smokier on the nose when compared to other young Ardbegs. While still prominent, there’s slightly less brine and seaweed, more earthiness, tar, soot, espresso, tobacco, grass, and chocolate fudge. The same goes for the palate. It starts out like a “slightly more gutsy than normal” cask strength, young Ardbeg (e.g., Renaissance) and, if you go into this experience expecting to be totally blown away by peat, tar, and smoke, you might feel a bit under-challenged initially. But the peat eventually builds to a powerful, lava-like crescendo and you realize that this is no ordinary Ardbeg. The length of the finish is seemingly endless; bold and warming. Through all this, there’s a soft underbelly of ripe barley and a vanilla sweetness to balance at least some of the tar, heat, and smoke -- something I admire in many Ardbegs. Bottom line: It’s an interesting, entertaining, and eye-opening experience. I like how mature it tastes for a relatively young whisky. But, like a whisky that shows just a bit too much sherry or oak, I think the extra peat, to a degree, masks the subtle complexities I admire in some other, lesser-peated Ardbegs, which is the only thing keeping me from scoring this whisky in the 90s. All smoky whisky enthusiasts should endeavor to try this at least once.",130.0,89,58.9,1.0
1140,John Hansell,"Deep gold color. Very bold aroma of toffee, dark chocolate, diesel fuel-soaked soil, smoldering campfire, coal tar, clove, leather, fig, and dark berried fruit. More of the same on the palate, with seaweed, smoked haddock, and cough drops emerging towards the finish. This whisky is very dynamic and exciting to drink. My only criticism: it comes across a little green on the finish, which keeps me from scoring it in the 90s. Still, it’s pretty impressive considering how young some of the whiskies in it are. If you like your Islay whiskies young and brooding, this one’s for you.",85.0,89,57.3,1.0
1141,Dave Broom,"Let it be known that from now on, June 2nd will be Ardbeg Day. That’s fine by me, as annually we can enjoy delights such as this bold expression that belts you in the nose with coal tar and soot before bay rum emerges, lightening slightly into lime and hot green bracken. The palate is oily, sweet, and very deep. A growly bugger that lurches toward the shore and then spins back to the laurel bushes inland. 13,000 bottles.",90.0,89,56.7,1.0
1142,Dave Broom,"A touch of damp dunnage, some Ardbeggian soot, and plenty of jalapeño-style heat. Shows maturity and depth of character, with just-dead bonfire, ointment, and a sweetness, which here is like honeycomb. Water makes it bolder, with deeper smoke, while the palate has sweet wood, balanced (cigar-accented) smoke, and layers of salt, angelica, and plum. £90/500 ml",151.0,89,58.1,1.0
1143,Dave Broom,"Not an unpeated Ardbeg, but a new initiative to raise money for the Kildalton Project which supports community projects in south Islay. Smoke, but also real sweetness: hothouse peaches, mezcal, smoked oyster, sphagnum moss, a huge hit of vetiver, and coal tar. The smoke flies to the throat before fogging forward, while the sweet core (with added raspberry and cream, and mint) moves to the back. A worthwhile dram and a hugely worthwhile cause. Buy for either reason; or both. £120",191.0,89,46.0,1.0
1144,Gavin Smith,"Distilled at a time when the future of the distillery looked bleak. It is non-chill filtered and mildly herbal on the nose, with soft peat, muted iodine, and a sprinkling of pepper, plus warm leather. The palate is initially peppery, then vanilla and green apples emerge, along with aniseed and rich peat. Peppery to the end, with a hint of iodine and coal smoke.",500.0,89,46.0,1.0
1146,Gavin Smith,"Chapter II of Arran’s The Devil’s Punch Bowl embraces whisky from a total of 27 casks. These are seventeen oloroso sherry hogsheads (from 1997 and ’98), six standard bourbon barrels (2002), and four peated bourbon casks (2004). Juicy dark berries, malt, and soft cinnamon on the nose. Robust and fruity on the palate, with more dark berries, plain chocolate, a suggestion of vanilla, and black pepper. Long and drying in the earthy, mildly smoky finish, with aniseed and licorice.",130.0,89,53.1,1.0
1147,Gavin Smith,"The Millennium Casks is a non-chill filtered vatting of 45 Arran casks filled on December 31, 1999 and January 1, 2000; 35 bourbon barrels and 10 sherry hogsheads. A spicy, floral nose with sherry, honey, coconut ice, orange, fudge, and ultimately raisin notes. Smooth and luscious on the palate, with apple pie and custard, plus a sprinkling of cinnamon. Long and spicy in the finish, with oranges, a hint of black pepper, licorice, and drying oak. (7,800 bottles). £65",108.0,89,53.5,1.0
1148,Gavin Smith,"As Arran continues on its trajectory toward introducing an 18 year old expression, just 9,000 bottles of sherry cask-matured 17 year old have been released. Bottled at 46%, it has not been chill filtered. Sweet and fruity on the nose, with ripe pineapples, green apples, malt, and a hint of licorice. Luscious and nicely-textured on the palate. Lots of orchard fruits, sherry, and soft toffee. Mild spice and hedgerow fruitiness in the slightly drying, lengthy finish.",120.0,89,46.0,
1149,Gavin Smith,"The third and final expression in Arran’s Devil’s Punchbowl trilogy of limited releases is a multi-age bottling, matured in eight oloroso sherry butts, eight French oak barriques, and five bourbon barrels. Only 6,660 bottles are available. Figs, dates, citrus fruits, and honey on the nose, with developing savory notes. Silky sherry, lively cinnamon, and red berries on the palate, with a hint of wood smoke. Lengthy in the finish, with spicy oak.",130.0,89,53.4,1.0
1150,Gavin Smith,"This expression is the culmination of Arran’s trilogy of 16, 17, and 18 year old releases, matured in sherry hogsheads. It is the oldest ‘house’ offering to date. Floral and fragrant on the nose, with soft fruits and marzipan. Balanced and rounded. Viscous and full-bodied on the palate, with fruit spices, vanilla, sweet sherry, orange marmalade, and finally raisins. Slowly drying to spicy plain chocolate and licorice. (9,000 bottles.)",120.0,89,46.0,1.0
1151,Gavin Smith,"Following the 2015 limited edition release of 18 year old Arran single malt, an 18 year old has now been added to the core range. It is uncolored and non-chill filtered. The nose is bright with freshly-squeezed orange and lemon juices, honey, and vanilla fudge, plus a fleeting menthol note. The early palate mirrors the fresh fruit-laden nose, with developing ginger, honey, malt, and milk chocolate. Slowly drying in the finish, with plain chocolate, licorice, and charred oak.",100.0,89,46.0,1.0
1152,Gavin Smith,"This 2017 edition is non-chill filtered and finished in Amarone dry Italian red wine casks. Slightly perfumed on the nose, with a suggestion of madeira, plus malt and ripe pears. Viscous in the mouth; earthy, with plum and dry blackcurrant, black coffee, and plain chocolate, balanced by notes of honey. Mouth-drying in the finish, with a touch of tannic oak.",70.0,89,50.0,1.0
1153,Gavin Smith,"The latest release in Auchentoshan’s 1970s Vintage Series is this expression, distilled on October 22, 1979 and matured in first-fill oloroso sherry butts for 32 years. Just 1,000 bottles are available (12 bottles for the U.S.). Sweet on the nose, with furniture polish, digestive biscuits, cinnamon, and a faint whiff of old leather. Big tropical fruit notes open the palate, soon turning to smoky blackcurrants, tea, and rich fruit loaf. The finish is spicy, featuring black pepper, tobacco, dark berries, and plain chocolate.",550.0,89,50.5,1.0
1154,Gavin Smith,"The 2000 vintage of Balblair is intended to replace the well-regarded 1997 variant. Matured in first-fill American oak, this very drinkable expression represents good value for the money. A pretty peach and pineapple nose, with coconut and honeyed vanilla. Toasted marshmallows with time. Relatively light-bodied, sweet, with lively spice, ginger, and youthful oak on the relatively complex palate. Fudge in the finish, and a contrasting hint of dark chocolate at the last.",55.0,89,43.0,1.0
1155,Gavin Smith,"This veteran Balblair was distilled on February 7, 1969 using barley malted on site and coal-fired stills. Just 999 bottles have been released. Opens with slight saltiness on the nose, almost ozone, then lemons and pine, and finally, vanilla fudge. Overt citrus notes on the palate, with aniseed, some oak, brittle toffee, and a smokiness not found in younger Balblairs. The finish is long and discreetly spicy, notably cinnamon and black pepper.",3500.0,89,41.4,1.0
1156,Gavin Smith,"The oldest of Bablair’s current core bottlings was distilled in 1990, and after maturing for 21 years in bourbon casks it was transferred to oloroso sherry butts for a further 2 years prior to bottling. Citrus fruits, furniture polish, cloves, cinnamon, and parma violets on the nose. A silky mouthfeel, spicy, with dark berries, dates, and rich sherry. Slowly drying, with aniseed and dark chocolate in the finish.",150.0,89,46.0,
1157,John Hansell,"A new addition to the permanent Balvenie range. Lovely bright gold color. Layers of sweetness (the characteristic Balvenie honey, along with vanilla fudge, nougat, and rich toffee) peppered with dried spice and a hint of tropical fruit (papaya, guava, tangerine). Nice viscosity with good grip on the finish. I really like the balance and complexity of this whisky. A very solid effort and the price is right.",60.0,89,43.0,1.0
1158,John Hansell,"The follow-up and older sibling to ""Curiositas."" I’ve been pushing for Speyside distilleries to bump up the peating levels of their malt they use for a long time because a majority of the spirits are big enough to handle the peat smoke, and this whisky proves my point. The tarry, peat smoke and bacon-like notes are a delight, and they are balanced nicely by a honey and apple pie sweetness. Spanish olives in brine, dark chocolate, golden raisin, and subtle spice round out the palate nicely. Not a heavy whisky, but pretty powerful stuff for BenRiach. So nice of the previous owners of this distillery to experiment with higher peating levels decades ago.",170.0,89,46.0,
1159,Dave Broom,"A heavily peated BenRiach that has been finished in a tawny port pipe. The nose is akin to cherries, sloes, and blueberries soaked in alcohol. The peatiness manifests itself as a smoky herbal note and shows most on the palate, but is never too dominant. An oil of clove coolness takes control on the finish. Great balance and integration; a finish that genuinely works. £53",87.0,89,50.0,1.0
1160,Dave Broom,"Remember those remarkable 20+ year old BenRiachs that appeared when the distillery reopened which we thought were gone forever? Think again. This new and keenly priced arrival has sweet malt on the nose, followed by mango, orange blossom honey, and Portuguese custard tarts. It needs a little water to calm the alcohol and help to spread an already thick texture along the tongue. A sweetly spicy and creamy hit toward the end. Marked within its competitive set. £60",86.0,89,57.2,1.0
1161,Gavin Smith,"This limited edition bottling is non-chill filtered and initially matured in bourbon barrels before an unspecified period of finishing in sweet Moscatel fortified wine casks from Spain and Portugal. Sweet grapes, dates, cinnamon, salted butter, wax polish, and printer’s ink on the nose. Viscous on the palate, with ripe plums, honey, plain chocolate, white pepper, and worn leather. The finish is long and fruity, with drying oak.",180.0,89,46.0,1.0
1162,Gavin Smith,"BenRiach’s latest release was matured in a combination of four diverse cask types: bourbon, virgin oak, Pedro Ximénez sherry, and red wine. The nose offers tangerines, milk chocolate, and spicy vanilla. Peaches, Brazil nuts, raisins, dates, and more chocolate on the palate, with red berries in the background. The finish is medium in length, with cocoa powder and ginger. £125; Not available in the U.S.",174.0,89,46.0,1.0
1163,Gavin Smith,"This includes whisky distilled in 2006, 2007, and 2008, and matured in a mixture of bourbon, oloroso, and virgin oak casks. Honey, apple blossom, ginger, and nutmeg on the nose, which then exhibits damp tweed, and finally, hot butter. Sweet on the full palate, with milk chocolate, honey, ripe peaches, almonds, vanilla, and caramel. Quite long in the finish, with zesty apple notes.",95.0,89,60.6,1.0
1164,John Hansell,"Subtle elegance, creamy, and extremely drinkable. Mouthwatering fruity notes (lemon, lime, tangerine, passion fruit) marry well with notes of fresh-cut grass, vanilla, and honey. Very clean too and nicely balanced! When I drink a Lowland whisky this good, I am saddened by all of the Lowland distilleries that have gone silent over the past 25 years, knowing what we have lost.",70.0,89,46.0,1.0
1165,John Hansell,"Amber-gold color. Exotic tropical fruit aromas (citrus, melon, coconut), with interwoven notes of almonds, pear, honey, and subtle peat smoke. Light to medium in body, and very delicate in nature. On the palate, the whisky begins sweet (especially honey), followed by a basket of exotic fruit and nuts similar to its aroma, becoming drier and distantly smoky on the finish. This Bowmore Fino Cask, a whisky which has aged very well indeed, is the first of three limited edition 1964 vintage Bowmore whiskies to be released over the next year. The two to follow in 2003 have been aged in bourbon oak and oloros sherry casks.",,89,49.4,1.0
1166,John Hansell,"Copper color with shades of ruby. Intriguing aromas of sweet plum, grapes, citrus, peat smoke, seaweed, and brine. Full-bodied and somewhat viscous. Flavors of ripe fruit (plums, grapes, citrus), followed by a burst of more traditional Bowmore flavors (peat smoke, brine, seaweed), finishing with lingering notes of prunes, dates, baker’s chocolate, and licorice.

While there is no age statement, this whisky was aged for 12 years in bourbon barrels, followed by an additional 18 months in ruby port casks. I believe it is the first distillery bottling to marry port with the traditional flavors of an Islay whisky. Because of this, it is best to keep an open mind when trying this whisky, perhaps even having more than one go at it before rendering a verdict. I suspect the more you try Voyage, the more you will like.",120.0,89,56.0,1.0
1167,John Hansell,"Amber with orange and ruby hues. Aromas of Islay peat smoke, wine fruit, and background floral and spice notes. Flavors reveal more of what the aroma suggests-peat smoke, fruit, and floral/spice notes-with a balancing oak and subtle sea salt and seaweed. The peat smoke particularly comes in on the finish, lest one forgets where Bowmore hails from. 
   Style: Islay single malt Scotch whisky. Price: approx. $90. Availability: only 480 bottles for the entire United States, with the remainder of the 12,000 bottles going to Duty Free. 
   There is no age statement on the label, but this whisky has been aged for 12 years in traditional bourbon and sherry barrels, and then finished off for 18 months in Bordeaux (Claret) wine casks. The wine fruit certainly is evident and, like the Glenmorangie Claret Wood Finish offered a year or so ago, will appeal to those with an open mind and willingness to accept new flavors in whisky. Purists will say it detracts from the distillery's character. I believe it's the first smoky whisky that attempts to marry these flavors with claret fruitiness.",90.0,89,,1.0
1168,John Hansell,"Amber color. Aromas of peat smoke (but more subdued than many Bowmore whiskies in their teens), toasted oak, citrus fruit, vanilla, and a hint of the sea. Its flavors are similar, which express themselves in a very mature manner-oak flavors are more dominant than other components. Still, there is an emerging brine freshness that keeps the whisky from becoming tired and dull. Good, lengthy finish. 
Style: Islay single malt Scotch whisky. Price: approx. $160. Availability: only 244 bottles total.",160.0,89,50.5,1.0
1169,John Hansell,"Antique gold color. Aromas of peat smoke, damp earth, exotic pepper, vanilla, and fruit. Medium body. A great balance of flavors, with a lovely Islay character. The whisky begins sweet up front, ultimately turning pleasingly dry towards the finish. In between you'll enjoy flavors of peat smoke, vanilla, spicy pepper, and delicately honeyed malt, with just a hint of the sea. What I like most about this whisky is its impeccable balance-between youth and maturity, sweetness and dryness-with just the right amount of peat smoke to declare its Islay roots without smothering its other flavors.",125.0,89,,1.0
1170,Dave Broom,"A very solid and sound Bowmore with saline notes, some dried hot pepper, and masses of menthol, which give a buzzy, nose-cleaning effect. The smoke gently glides along throughout. The palate is quite thick and shows sweetness and a slow release of soft fruit, with a tingle of salt. The smoke slowly increases until it concentrates on the back palate, giving an effect like burning pine logs on the beach. Becomes nicely funky in time. Recommended. £115",180.0,89,57.2,1.0
1171,John Hansell,"An excellent example of a younger Bruichladdich, and an interesting contrast to the Duncan Taylor expression reviewed above. Appetizing and very clean with a creamy texture. Honey and vanilla notes accentuate a fresh maltiness, with underlying marshmallow, grass and hay. The whisky finishes nicely rounded, pleasingly dry and salty, with a hint of seaweed. A great aperitif.",110.0,89,58.1,1.0
1172,Dave Broom,"A mélange of casks and techniques that only Jim McEwan knows about. The fourth iteration of his Black Art manages to mix mature notes of beeswax-burnished church pews, a sprinkling of rose water, dried mango, rosehip syrup, and potpourri. The palate opens to Parma violets, underpinned with light lavender, where fleshiness mingles with the exotic notes of manuka honey, pomegranate, apricot pits, and dried lemon. It pushes malt into a new area, but that’s the point. £200",322.0,89,49.2,1.0
1173,Dave Broom,"Bere is an ancient strain of barley which is stubbornly difficult to grow and mash. For this, Bruichladdich has gone to a specialist farm on Orkney. The nose is intriguingly aromatic, sweet and slightly corn-like, with a sweet nuttiness behind. It becomes very floral (night-scented stocks) with white currant, lemon sherbet, and a lift of tangerine before water brings out sakura (cherry blossom) syrup and bread. The palate is very sweet and concentrated. Remarkable. Keep watching. £52",83.0,89,50.0,1.0
1174,Gavin Smith,"Matured in first-fill sherry, bourbon, and French wine casks. Clean and fresh on the early nose; crisp green apples, vanilla, and floral notes, with just a hint of maritime influence in the background. Smooth on the palate, with spicy pear, honey, and ripe peaches; soon quite drying. The floral finish lingers, with spicy honey, drying spices, and ultimately a hint of smoke. (18,000 bottles)",66.0,89,50.0,1.0
1175,John Hansell,"There have been several lovely older expressions of Bunnahabhain over the past decade, and this is one of them. The vanilla cream and toffee nuttiness is balanced perfectly by polished oak, bright fruit (apricot, sultana, cherry pits), and subtle anise. There’s a calming quality to this whisky that is very more-ish. All the maturity of an older whisky without the tired, dominating oak.",420.0,89,40.5,1.0
1176,John Hansell,"The new version, at a higher proof and not chill-filtered. That helped — especially on the palate — with greater texture and more well-defined flavors. But the flavors are essentially the same: nutty, toffee, light molasses, vanilla fudge, with delicate fruit (citrus, dark berries) and a hint of brine. Very comforting. Extra points for versatility — this whisky will accommodate many moods and situations.",53.0,89,,1.0
1177,John Hansell,"Fresh and quite aromatic. Nice interplay between soothing malty sweetness and honest “naked” Caol Ila notes (in the sense that all the classic Caol Ila flavors are exposed-leafy smoke, tarry rope, salt & pepper spice, seaweed, and olive). An evolving whisky, with a phenolic, briny crescendo that lingers. Nicely done.",75.0,89,43.0,1.0
1178,John Hansell,"Pale gold color. Aromas and flavors of peat smoke, seaweed, lemon grass, olives, and green peppercorns. Medium bodied, and slightly oily in texture. Long, dry peat smoke finish. Caol Ila is an Islay dram that Laphroaig, Lagavulin, and Bowmore fans must become acquainted with. Although distllery bottlings are not available here in the U.S., many independent bottlers offer it. This expression is young, vibrant, and exciting.",45.0,89,43.0,
1179,John Hansell,"Finished in cognac wood. The cognac wood influence might dominate other whiskies, but the Coal Ila is big enough for challenge. If anything, it seems to contribute a silky elegance to what would otherwise be a brooding, bare-knuckled whisky;. It works nicely. Notes of germinating barley, vanilla cream, grape preserve, and peat bonfire, with a salty, smoky finish. (Available in the Chicago area.)",75.0,89,46.0,1.0
1180,John Hansell,"Soft and gentle (for Caol Ila, that is), thanks to the 25 years of aging. Plenty of creamy vanilla and honey to go with the malty foundation, along with coal tar, licorice root, and olive, with a hint of brine, juniper, unsweetened dark chocolate, and tobacco (cigars in a humidor?). Very nice. (A Julio’s Liquors exclusive.)",150.0,89,53.9,
1181,Dave Broom,"Funny to think how recently Caol Ila was an Islay giant that was kept pretty much under wraps by its owner. These days it has cemented its reputation as the island’s Mr. Consistent. This version shows its character the best, a nose that mixes seashore and grass with a distinct hint of smoked bacon. The peatiness isn’t dominant, but flows throughout the palate, scenting, lifting, and subtly changing the mix. A delicious oiliness makes it a great food whisky.",50.0,89,43.0,1.0
1182,Dave Broom,"Caol Ila in unpeated guise. There’s no age statement, but what you get is a mix of the fresh and the mature: a vibrant attack with fresh Victoria plum, grapes, and a hint of oiliness. Give it time and the sensation is like afternoon tea at your auntie’s, with thickly-buttered scones dripping with honey or pineapple jam. The palate is equally sweet and gentle, and only needs a little drop of water to reveal light spice. A wee beauty.",110.0,89,59.6,1.0
1183,Dave Broom,"Aged in first-fill American oak, this shows a real brightness, crisp fruit, and some smoke—it’s not really unpeated—and wet grass, before moving into pear and tarragon. The palate is intense, with a hay note, then an almost fino sherry-like note before sashimi emerges. Reduced, there’s more of a soft flow, though there’s still a touch of green olive minerality. A steal at this price. Snap it up.",140.0,89,55.9,1.0
1184,Dave Broom,"Cragganmore is a deep malt but its richness is often obscured by its fruity sweetness. A period in port pipes allows this element to be amplified. The black currant is now fully fruited and acts as a flavor bridge while the meatiness that sits underneath and often unseen is revealed. Think cherry pipe tobacco, clove, and dark fruits. Sweet, but not too sweet, and always identifiably Cragganmore. For me, the pick of the bunch.",67.0,89,43.0,1.0
1185,Gavin Smith,"An inviting and complex nose of honey, orchard fruits, apple blossom, rosewater, and subtle cinnamon. Rich and creamy in the mouth, with initially intensely sweet fruit and spice notes, followed by ginger, toffee, and vanilla. The finish is warming, gently spicy, and medium in length. Diageo Special Releases 2016 bottling. (4,932 bottles)",600.0,89,55.7,
1186,John Hansell,"Gold color. Aromas of citrus fruit (lemons, tangerines) and a pot pourri of spices-very fragrant. Appetizing flavors of citrus fruit, exotic spices, along with a slightly briny, peppery finish.",115.0,89,59.9,1.0
1187,Gavin Smith,"Primary maturation took place in an ex-bourbon cask, then from 2006 in a cask sourced from the vineyard of Chateau Haut Marbuzet, previously used to hold Cabernet Sauvignon. A final three years were spent in a newly-emptied bourbon barrel. Gingerbread, summer berries, and fig rolls on the nose. Fudge and vanilla. Black cherries, raisins, lots of lively spice, and a red wine ‘edge’ in the mouth. Freshly-baked ginger cake in the long, spicy finish. Cask number 10; 223 bottles.",,89,48.1,1.0
1188,Gavin Smith,"After initial maturation in American white oak, this 1991 expression was filled into a 15 year old Lepanto brandy cask from Gonzales Byass in May 2003, ultimately being re-racked into a fresh ‘distillery run’ bourbon barrel in August 2009. Caramel and white chocolate on the nose, malt, fudge, cinnamon, and nutmeg, then burnt treacle and hot brandy. Malt, sweet spice, almonds, bananas, and fudge on the palate. Spicy fruits in the lengthy Armagnac-like finish. Cask number 1; 233 bottles.",,89,57.9,1.0
1189,Gavin Smith,"Matured in European oak butts, this 1998 single malt has a nose of soft toffee, vanilla, and orchard fruits. The palate is very full and sweet, even sugary, with baked apples, peaches in cream, and cinnamon. Medium to long in the finish, with fruity oak, lingering ginger, and pepper. (5,352 bottles)",340.0,89,54.8,1.0
1190,John Hansell,"Mahogany color. Full-bodied, thick and chewy. Incredibly rich aroma and flavors of toffee, fudge, spice cake, ripe fruit, burnished leather, and oak. Nicely balanced throughout, with a long, satisfying finish.",160.0,89,46.1,1.0
1191,Gavin Smith,"The nose offers tinned peaches, fresh ginger, and a slightly herbal note. The palate is voluptuous, with vanilla, malt, vigorous spices, and white chocolate. Lingering coffee and gingery oak in the finish.",145.0,89,46.0,1.0
1192,John Hansell,"Soothing vanilla cream, with additional notes of spice cake, coconut marshmallow, tiramisu, fresh cut grass, and a hint of evergreen. A true ""comfort"" whisky. Just don’t add any water, because it will fall flat. This whisky is great just the way it is.",245.0,89,42.0,1.0
