job_title,company,description,job_url,keywords_present,page_found
Data Engineer,Savantis Solutions LLC,"Role:  Data EngineerLocation:  Denver, CODuration:  12+ MonthsTop 3 Skills: At least 2 years of experience in “on premise to Cloud” migrations or IT transformationsHand on experience in implementing data replication solution. Experience using Attunity replicate is a major plus but we understand if they haven't used this tool.Experience in AWS technology stacks.Job Description: The Data Engineer possesses 3+ years of experience developing & managing data replication & data warehouse solutions and is responsible for the development of AWS / cloud base data warehouse utilizing Attunity replicate, Snowflake data warehouse, AWS network, storage, operating systems and mid-tier technologies that include application integration, in-memory caches, and security.The candidate must be well experienced in the data replication platform, snowflake data warehouse and AWS platform and a motivated technologist with a proven track record of delivering results in software/technology consulting.Job Type: ContractWork authorization:United States (Preferred)",https://www.indeed.com/viewjob?cmp=Savantis-Solutions-LLC&t=Data+Engineer&jk=65cc8f9f4946bd99&vjs=3,,9
Data Center Hardware Engineer,LOCKHEED MARTIN CORPORATION,"This position is responsible for the management of all raised floor hardware at the Lockheed data center. This includes the layout of the raised floor, power and network connectivity management and full inventory management. Some other responsibilities that are included but not limited to are:

Maintain the DCIM (Data Center Infrastructure Management) application. This includes the layout of the raised floors, power, network connectivity management and full inventory management

Installation of Raised Floor Hardware
RacksCoordination power with facilitiesCompute hardware support (Windows, Linux, Mainframe, On-Prem cloud and virtual solutions)Storage hardwareNetwork hardware
Inventory Management of all standard hardware and cabling

All Raised Floor Management Activities
Working with facilities to manage capacity (power, cooling and floor loading)Raised floor organization/readiness for toursProviding tours as requestedManagement of unused cables and infrastructure (especially from underfloor areas)
Hardware Lifecycle and Asset Management
Supporting the shipping and receiving of all assets.Support asset management and audit activitiesRFID asset tagging and management of all data center hardwareManaging standards for surplus hardware and removal of surplus assets that no longer have a business needMaintain a current re-usable hardware inventory to improve availability (quicker return to service during outages)
Hardware Break/Fix
Pro-Active identification of hardware that needs support or replacementTroubleshoot hardware issues, perform upgrades and maintenance support
Windows Server Administration
Familiarity with the Windows Server OSSolid Windows Server troubleshooting skillsExperience with monitoring and performance/capacity planning a plusAbility to remote-login to a server to implement configuration changes or to apply maintenanceSome familiarity with Windows clusters a plusSome familiarity with Windows disk storage a plusSQL Server, Oracle, or other database fundamentals a plusWindows audit and compliance experience a plus (DR, Sarbanes-Oxley, DCAA, E&Y, etcetera)
**This is not a virtual position. This position is located at the Lockheed Martin Denver Data Center location.**
Basic Qualifications:
Knowledge of basic hardware and network fundamentalsBasic understanding of network and data cablingBasic understanding of Data Center ArchitectureExcellent verbal and written communications skillsDemonstrated self-starter with experience successfully working independentlyDemonstrated experience with a fast paced work environmentEffective problem-solving skills demonstrated through related work experienceAbility to work flexible schedules as needed (weekends, evenings, off shifts, on call rotation) to support mission requirements
Desired Skills:
Familiarity with Lockheed Martin EBS systems, processes and toolsetsDatacenter hardware break/fix support and experienceExperience working in a raised floor environmentExperience and knowledge with network and power capacity planning
BASIC QUALIFICATIONS:
job.Qualifications

Lockheed Martin is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.
Join us at Lockheed Martin, where your mission is ours. Our customers tackle the hardest missions. Those that demand extraordinary amounts of courage, resilience and precision. They’re dangerous. Critical. Sometimes they even provide an opportunity to change the world and save lives. Those are the missions we care about.

As a leading technology innovation company, Lockheed Martin’s vast team works with partners around the world to bring proven performance to our customers’ toughest challenges. Lockheed Martin has employees based in many states throughout the U.S., and Internationally, with business locations in many nations and territories.
EXPERIENCE LEVEL:
Experienced Professional",https://www.indeed.com/viewjob?jk=1f5a73799d5a8b55&from=serp&vjs=3,,15
Data Engineer,ServiceSource,"At ServiceSource, we strive to find and grow exceptional people like you.
Working at ServiceSource, you will be a part of an engaging, energetic, and entrepreneurial work environment while having the stability and influence of a nearly 20-year industry leader behind you.
ServiceSource is a place where you can GROW, both personally and professionally, while expanding your skills in sales, customer success and people management.
The Data Engineer will be responsible for building end-to-end data integration solutions that process Client system data to internal ServiceSource systems. The engineer will be part of the Project team responsible for the implementation and operational maintenance of ETL and Reporting processes within a complex multi-tenant environment. The engineer will also be expected to guide and mentor junior staff through implementation and operations and help drive improvements in tools, processes and product to improve quality and efficiency.
Primary Responsibilities:
Design, development and maintenance of data integration solutions that supplement ServiceSource CRM systems including Salesforce.com and Microsoft Dynamics
Manage data analysis and validation exercises and help identify, root cause, and correct issues
Develop subject matter expertise (SME) in products, systems, and processes used within ServiceSource
Document the solution, tools and processes for operational use
Design and develop client specific reports, metrics and dashboards
Mentor junior staff for professional and technical development
Collaborate with internal project management teams on project estimates, priorities, timelines and activities
Collaborate with internal technology groups to deliver integrated solutions
Configure IaaS data mappings and connectors using integration products to orchestrate data integration
Qualifications:
ETL pipeline development skills required
SQL skills required (stored procedures, ad-hoc queries)
SSIS skills required with 3+ years of experience with SQL Server, ETL, and reporting tools
Proven analytical and problem-solving abilities
Ability to work on multiple projects/tasks and prioritize appropriately according to SLA’s and business needs
Solution-oriented, proactive approach coupled with practical knowledge of execution in a high-growth fast paced environment
Ability to work within a global team and articulate views in written and verbal format
Salesforce.com experience a plus
Mulesoft tool experience a plus
Bachelor’s degree in Computer Science or related field
Ability to work in a cross-functional team with internal business users, external client resources, as well as third party vendors
Must have design experience and a proven track record of designing, developing and maintaining well-structured, scalable database and data integration solutions that comply with industry standards and best practices",https://www.indeed.com/viewjob?jk=1521101217c2456e&from=serp&vjs=3,,8
Google Data Engineer,Accenture,"Are you ready to step up to the New and take your technology expertise to the next level?

Join Accenture and help transform leading organizations and communities around the world. The sheer scale of our capabilities and client engagements, in conjunction with the way we collaborate, operate and deliver value, provides an unparalleled opportunity to grow and advance. Choose Accenture and make delivering innovative work part of your extraordinary career.

People in our Client Delivery & Operations career track drive delivery and capability excellence through the design, development and/ or delivery of a solution, service, capability or offering. They grow into delivery-focused roles, and can progress within their current role, laterally or upward. We partner with our clients to help transform their data into an ‘Appreciating Business Asset.’

As part of our Data Business Group, you will lead technology innovation for our clients through robust delivery of world-class solutions. You will build better software better! There will never be a typical day and that’s why people love it here. The opportunities to make a difference within exciting client initiatives are unlimited in the ever-changing technology landscape. You will be part of a highly collaborative and growing network of technology and data experts, who are taking on today’s biggest, most complex business challenges using the latest data and analytics technologies. We will nurture your talent in an inclusive culture that values diversity. You will have an opportunity to work in roles such as Data Scientist, Data Engineer, or Chief Data Officer covering all aspects of Data including Data Management, Data Governance, Data Intelligence, Knowledge Graphs, and IoT. Come grow your career in Technology at Accenture!

The Google GCP Data Engineer is responsible for delivering Data On Cloud projects for Google GCP based deals. The ideal candidate would be responsible for developing and delivering GCP cloud solutions to meet today’s high demand in areas such as AI/ML, IoT, advanced analytics, open source, enterprise collaboration, microservices, serverless, etc. The GCP Data Engineer is a highly performant engineer responsible for delivering Cloud based Big Data and Analytical Solutions for our clients. Responsibilities include building data on cloud solutions for customers, leading Business and IT stakeholders through designing a robust, secure and optimized GCP solutions and ability to be hands-on delivering the target solution. This role will work with customers and leading internal engineering teams in delivering big data solutions on cloud. Using Google GCP cloud technologies, our GCP Data Engineer professionals implement state of the art, scalable, high performance Data On Cloud solutions that meet the need of today’s corporate and emerging digital applications.

Basic Qualifications
Minimum of 3 years previous Consulting or client service delivery experience on Google GCP
Minimum of 3 years of RDBMS experience
Minimum pf 3 years of experience in developing data ingestion, data processing and analytical pipelines for big data, relational databases, NoSQL, data lake and data warehouse solutions
Experience with private and public cloud architectures, pros/cons, and migration considerations.
Extensive hands-on experience implementing data migration and data processing using GCP services etc:
Data Ingestion : Cloud Pub/Sub, Data Transfer Service, Cloud IoT Core
Data Storage : Cloud Spanner, Cloud Storage, Cloud Datastore, Cloud SQL, Cloud Bigtable, Cloud Memorystore
Streaming Data Pipeline : Cloud Dataflow, Cloud Dataproc, Cloud Dataprep, Apache Beam
Data Warehousing & Data Lake : BigQuery, Cloud Storage
Advanced Analytics : Cloud ML engine, Google Data Studio, Google Datalab, Tensorflow & Sheets
Bachelors or higher degree in Computer Science or a related discipline.
Able to travel 100% M-TH

Candidate Must Have Completed The Following Certifications
Certified GCP Developer - Associate
Certified GCP DevOps – Professional (Nice to have)
Certified GCP Big Data Specialty (Nice to have)

Nice-to-Have Skills/Qualifications:
DevOps on an GCP platform. Multi-cloud experience a plus.
Experience developing and deploying ETL solutions on GCP using tools like Talend, Informatica, Matillion
IoT, event-driven, microservices, containers/Kubernetes in the cloud

Professional Skill Requirements
Proven ability to build, manage and foster a team-oriented environment
Proven ability to work creatively and analytically in a problem-solving environment
Desire to work in an information systems environment
Excellent communication (written and oral) and interpersonal skills
Excellent leadership and management skills

All of our professionals receive comprehensive training covering business acumen, technical and professional skills development. You'll also have opportunities to hone your functional skills and expertise in an area of specialization. We offer a variety of formal and informal training programs at every level to help you acquire and build specialized skills faster. Learning takes place both on the job and through formal training conducted online, in the classroom, or in collaboration with teammates. The sheer variety of work we do, and the experience it offers, provide an unbeatable platform from which to build a career.

Applicants for employment in the US must have work authorization that does not now or in the future require sponsorship of a visa for employment authorization in the United States and with Accenture (i.e., H1-B visa, F-1 visa (OPT), TN visa or any other non-immigrant status).

Candidates who are currently employed by a client of Accenture or an affiliated Accenture business may not be eligible for consideration.

Accenture is a Federal Contractor and an EEO and Affirmative Action Employer of Females/Minorities/Veterans/Individuals with Disabilities.

Equal Employment Opportunity

All employment decisions shall be made without regard to age, race, creed, color, religion, sex, national origin, ancestry, disability status, veteran status, sexual orientation, gender identity or expression, genetic information, marital status, citizenship status or any other basis as protected by federal, state, or local law.

Job candidates will not be obligated to disclose sealed or expunged records of conviction or arrest as part of the hiring process.

Accenture is committed to providing veteran employment opportunities to our service men and women.",https://www.indeed.com/viewjob?jk=eb6915ad26f65439&from=serp&vjs=3,,7
Data Science Customer Experience,Empower Retirement,"Looking to make a real difference?
You belong right here.
Come build a rewarding career helping others achieve their financial dream at an organization that values your own long-term success. With your unique talents, you have what it takes to be bold and brilliant in everything you do and reach new heights for a company dedicated to diversity and inclusion, community and you.
If you share that belief, this is where you belong.
Join our team of nearly 6,000 associates across 40 different locations worldwide and start your future today.
The CX (Customer Experience) Data Scientist is a proactive member of the CX team and leads measures, metrics, modeling and analytics to optimize the customer experience for all channels and lines of business in Empower Retirement. This role will help evaluate our customer experience, measure trending and help drive priorities for improvements. To optimize analytic expertise, this role will partner closely with the AVP Marketing E ffectiveness.
DUTIES / RESPONSIBILITIES / ESSENTIAL FUNCTIONS:
Use analytical techniques to develop a deep understanding of customer behavior
Conduct full lifecycle of activities to design, development, and continuously monitor performance and identify improvements
Identify, analyze, and interpret trends or patterns in complex data sets, create predictive models based on those patterns
Designing and carrying out experiments to test and measure changes to customer behavior
Measure effectiveness of customer service, products and capabilities
Develop & validate statistical models to predict & help prioritize resources and focus
Use statistical analysis to answer key business questions and identify important trends
Analyzes pools of data to discover trends, patterns, or correlations that can drive optimized business decisions
Responsible for designing, communicating, and helping form new business strategies based on these analyses.
Work with business partners to transform customer understanding into measurable business results
Work with other data scientists to align methodology, data sources and share findings.
Present findings on customer behavior and actionable recommendations to multiple audiences with various needs
EDUCATION:
Bachelor’s degree in mathematics, statistics, economics, or related technical discipline (Master’s degree preferred)
OTHER PREFERRED QUALIFICATIONS:
5-7 years of experience using data mining/analytical methods, preferably in marketing optimization
Strong working knowledge of statistical software and programming (R, Python, SPSS, SAS preferred)
Hands-on experience with statistical analysis, data mining and other analytical techniques Hands-on experience with data gathering/management/manipulation
Experience with a variety of predictive modeling techniques
Experience supporting key management decisions with clear and concise data analysis
Self-starter able to adapt to changing conditions/requirements Ability to work under tight deadlines
Clear and effective communication to various levels of the organization is essential.
Ability to simplify the complex",https://www.indeed.com/viewjob?jk=a8abe1269fec2b37&from=serp&vjs=3,,7
"Siri - Analytic Engineer, Data Organization",Apple,"Summary
Posted: Nov 18, 2019
Role Number: 200087442
Would you like to play a part in the next revolution in human- computer interaction? Create groundbreaking technology for large scale systems, spoken language, big data, and artificial intelligence? And work with the people who created the intelligent assistant that helps millions of people get things done — just by asking?
The vision for the Siri Data organization is to improve Siri by using data as the voice of our customers. As an Analytic Engineer on the team, you will design, implement the generation of, and analyze data that informs the development of new classes of AI/ML-driven Siri experiences.
Key Qualifications
You are a polyglot programmer who has experience with full-stack application development. Experience with iOS development (Swift, Objective C) is a plus.
You have designed and developed instrumentation of the user experience in complex software systems.
You have built robust analytic pipelines and have a keen eye for how to scale and how to automate (e.g. Kafka, Spark, Druid, Airflow).
You are a statistical thinker: you care about distributions
more than averages; you can find and investigate sources of variance; you ensure you can measure effect sizes from changes in the user experience.
You are self-motivated and curious with demonstrated creative and critical thinking capabilities and an innate drive to improve how things work.
You have a track record of working well with constraints, demonstrating creativity when they must be adhered to and demonstrating courage when they must be changed.
You have a high tolerance for ambiguity. You find a way through. You anticipate. You connect and synthesize.
You can influence decisions with excellent verbal and written communications skills.
Description
You will partner closely with Siri machine learning and engineering teams who are pushing the state of the art forward for intelligent assistants. Your work will enable them to build mental models of Siri engagement and also directly shape priorities on how Siri improves.
You will become an expert in Siri's architecture and sources of data to guide how the Siri experience is instrumented and measured.
You will build tools that enable easier, programmatic integration of insights across the Siri partner teams.
Education & Experience
We are looking for people with a track record in designing information, deriving insights, and building relationships to affect decisions. Join us, and impact hundreds of millions of customers across billions of their interactions with a personal, intelligent assistant who is available on iPhone, iPad, HomePod, Mac, Watch, CarPlay, and tv across more than 30 languages.
We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.",https://www.indeed.com/viewjob?jk=8c72a3d33fc67370&from=serp&vjs=3,,7
HVAC Building Engineer - Data Center (Night Shift),CBRE,"HVAC Building Engineer - Data Center
Salary: $70,000 (based on skills & experience)
RESPONSIBILITIES
Operates, inspects, and maintains mechanical and electrical control equipment for Data Center/Commercial HVAC DX & Split systems in assigned facilities to achieve most efficient results. Assures that equipment is being maintained in a safe manner. Minimizes down time through proactive performance testing and scheduled maintenance.

ESSENTIAL DUTIES AND RESPONSIBILITIES

Complies with all applicable codes, regulations, governmental agency and Company directives related to building operations and work safety.
Strong understanding of DX package units/Split systems, refrigerant recovery/recycling as well as Outside Air ventilation units and VAV’s.
Maintains, operates, and repairs HVAC systems and associated equipment & electrical controls as it pertains to assigned building(s).


Inspects building HVAC and plumbing systems to ensure operation of equipment is within design capabilities and achieves environmental conditions prescribed by client.

Oversees and inspects the HVAC work performed by outside contractors.
Performs assigned repairs, emergency and preventive maintenance. Completes maintenance and repair records as required.
Responds quickly to emergency situations, summoning additional assistance as needed.

Reviews assigned work orders. Estimates time and materials needed to complete repair. Orders necessary materials and supplies to complete all tasks.
Reviews historical maintenance records to develop proactive inspection, testing and preventive maintenance schedule.
Maintains an energy management program to ensure measures are taken to operate all systems in the most efficient manner to keep operating costs at a minimum.

Performs other duties as assigned.

SUPERVISORY RESPONSIBILITIES

No formal supervisory responsibilities in this position. Provides informal assistance such as technical guidance, and/or training to coworkers. Coordinates and assigns tasks to co-workers within a work unit and/or project.
QUALIFICATIONS
To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required.


Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

EDUCATION and EXPERIENCE

High school diploma or general education degree (GED) plus a minimum of seven years experience as a certified HVAC/ refrigerant technician. Completion a formal apprenticeship program preferred.

CERTIFICATES and/or LICENSES

Valid driver's license required.
CFC Universal Certification

Certification in two or more of the following: Electrical, mechanical, HVAC and refrigeration systems, process controls, VAV Systems
COMMUNICATION SKILLS

Excellent written and verbal communication skills. Strong organizational and analytical skills. Ability to provide efficient, timely, reliable and courteous service to customers. Ability to effectively present information.

FINANCIAL KNOWLEDGE

Requires knowledge of financial terms and principles and to understand operating budgets. Ability to calculate intermediate figures such as percentages, discounts, and/or commissions. Conducts basic financial analysis.

REASONING ABILITY

Ability to comprehend, analyze, and interpret documents. Ability to solve problems involving several options in situations. Requires intermediate analytical and quantitative skills.

OTHER SKILLS and ABILITIES

Uses personal computer and / or PDA for work order system, email, ESS and training. Basic skills with Microsoft Office Outlook. Physical requirements include stooping, standing, walking, climbing stairs / ladders and ability to lift / carry heavy loads of 50 lbs. or more.

SCOPE OF RESPONSIBILITY

Decisions made with thorough knowledge of procedures and company policies to achieve set results and deadlines. Responsible for setting own project deadlines. Errors in judgment may cause short-term impact to co-workers and supervisor.

SAFETY

Responsible for personal safety and the safety of those who are affected by your work. This includes but is not limited to:

1. Complete all required and assigned HSE training at a satisfactory level,
2. Follow all activity policies and procedures, including all HSE-related requirements at all times,
3. Participate in all HSE-related programs & activities as required, including incident investigations,",https://www.indeed.com/viewjob?jk=0bc88596881853a5&from=serp&vjs=3,,11
Machine Learning Engineer - Acoustic Modeling,SoundHound Inc.,"About the Role:

Apply deep learning techniques and neural networks to improve acoustic models for ASR
Innovate on state-of-the-art deep learning systems for speech recognition

Requirements:

Understanding of modern machine learning techniques
Experience with Deep Learning / Neural Network frameworks such as Tensorflow, PyTorch, Caffe, Torch, MxNet, etc.
Strong programming skills on Linux using C++ and/or Python
Solid knowledge of algorithms and probability / statistics
MS / PhD in Computer Science or Electrical Engineering or Statistics or equivalent

Nice-to-Haves:

Experience working with automatic speech recognition systems
Experience working with speaker identification and keyword spotting
Experience in computer vision and pattern recognition
Knowledge of DSP principles, noise reduction, echo cancelation",https://www.indeed.com/viewjob?jk=dbce938e81f38afb&from=serp&vjs=3,,12
"Associate Consulting Engineer – Federal (Data Center, MS-Azure, Network Security)",CDW,"CLEARANCE IS REQUIRED!

Relocation is not a requirement. Position will require travel to various Federal DOD client sites.

Let’s change the world together

CDW is building teams that are growing service offerings to our customers. A successful Associate Consulting Engineer (ACE) will immerse in a close-knit group of techies, to collaborate and master with. Hone your learning by partnering with skilled engineers that value your ideas and perspectives. The Program is a meaningful paid 18-month, industry-leading training program for people who have real passion for technology, an aptitude for problem solving, and a drive for customer dedication. Further expand your knowledge, gain hands-on experience with leading-edge technology, while accelerating your career dreams and leveraging your Security Clearance by working on Federal initiatives on various Bases and Client Sites. Upon completion of the program, you will advance into an Engineer Consultant on CDW’s services team where you will accelerate your career.

What you’ll be doing:

Participate in a best-in-class training program while gaining valuable on-the-job skills. As an Associate Consulting Engineer (ACE), you will be actively involved in technical solving opportunities and assigned to meaningful projects that align to your skill set. Learn from top technology professionals as well as pursue certifications that are incorporated into the program.


ACEs focusing in Information Security work with our customers to identify and mitigate Information Security risk. Through the ACE Program, skills are developed to perform technically-focused security assessments for our customers.
ACEs focusing in Azure – Infrastructure as a Service (IaaS) partner with our lead engineers driving architecture and delivering customer solutions on the Microsoft Azure platform with a specialized focus on Azure capabilities with experience in migrations and automation.

ACEs focusing in this Network Security practice will work with our lead engineers developing and implementing enterprise level technical architecture and physical design of our customers’ network.

ACEs focusing in this Data Center practice will work with our lead engineers designing, planning, and implementing Data Center Solutions including Network Virtualization, Storage and Compute platforms.
CDW is a leader in providing Information Security risk assessment services and is the predominant Cisco solutions provider. By joining our team, you will be partnered with industry leading Engineers, Consultants and Technical Architects as colleagues to help enable your success.

Qualifications
Authorized to work for CDW in the United States; immigration sponsorship (H-1B, TN, etc.) is not currently available for this position.
Valid U.S. driver’s license
DoD/OPM Secret Clearance
BA/BS including concentration in; Telecommunications, Computer Science, Engineering, or related discipline or one of the following:
Associate degree in Information Security, Computer Science, or related technology focused concentration plus 1 year of relevant practical experience or;
3+ years relevant practical experience in IT networking, information systems management or applications development or;
1 year relevant practical experience plus one or more applicable technology related certifications (certifications to be in active standing)
Ability to travel up to 50% (can vary by location)
Ability to work select weekends and/or after hours when business needs arise
Preferred Qualifications

At least 1 semester or equivalent experience of programming experience with Python, Perl, Ruby, or PowerShell
Experience with Linux
One or more of the following professional certifications: CompTIA Security+, CompTIA Network+, CCNA, CISSP, OSCP, SANS GIAC
Experience in cyber competitions.
Public speaking experience
Military Information Security background is a plus
National technology related challenges, awards or achievements",https://www.indeed.com/viewjob?jk=402da53425da3007&from=serp&vjs=3,,13
Data Engineer,Code42,"WHAT YOU’LL BE DOING:
Code42 is looking for a Senior Software Engineer to join our growing team! We're looking for people with a passion for world-class software development who understand the importance of maintainable code and comprehensive tests, and who will help Code42 protect and secure our customers' data. As an engineer at Code42 you'll be working on challenging problems focusing on data engineering. We're looking for a self-motivated engineer who has a passion for resilient and scalable systems, and experience working within the Amazon Web Services stack. Technologies include API Gateway, Kinesis, Lambda, S3, EMR (Hadoop and Spark), Elasticsearch, etc. You might be a good fit if you enjoy participating in or leading design sessions in front of a whiteboard, implementing a pragmatic solution to a sticky problem, or optimizing an ETL flow. We have a casual and collaborative work atmosphere where everyone’s opinions and ideas are valued.
YOU’LL BE RESPONSIBLE FOR:
Designing and implementing code for assigned projects, both independently and with teammates, taking into account needs for monitoring, supportability, and testability.
Working with data science and product management to implement data-driven features and productionize machine learning systems.
Designing and developing high-volume data pipelines within AWS.
Providing recommendations and strategies to manage scalability, tuning and other configurations within the data infrastructure.
Identifying and making available data to support Code42 products, internal development initiatives and answering product-centric business questions.
Implementing systems to track data quality and consistency.
You will also be contributing to the development of our proprietary analytics product, repository of solutions, and helping engineering teams leverage analytics to aid with better consumption of data.
Writing unit and integration tests for your team's code.
Testing, debugging, and troubleshooting all across the Code42 technology stack.
Documenting code and design, and reviewing code and design docs from others.
Demoing progress on team deliverables.
Participating in story mapping and sizing sessions for small to medium-size product features.
Synthesizing requirements into cohesive designs, identifying gaps and contradictions.
Helping to estimate and prioritize product backlog.
Helping to mentor and guide more junior staff.
Collaborating with teammates across the product development organization.
Contributing to process improvement efforts within engineering.
Leading team design discussions and code reviews, asking questions, contributing and accepting feedback.
Learning about new things and sharing that with the team.
SKILLS AND REQUIREMENTS:
Bachelor’s degree and 5+ years professional experience, or can convincingly demonstrate this level of skill.
Advanced in the primary languages of the team (typically a combination of Java and/or Scala, Kotlin, JavaScript).
Advanced understanding of object-oriented development concepts and practical application.
Experienced with testing frameworks used by the team (jUnit, Mockito, or similar).
Experienced with databases and using SQL.
Background with AWS data pipeline technologies such as Kinesis, Lambda, S3, Elasticsearch and EMR (Hadoop or Spark).
Experience with statistical computer languages such as R or Python.
Experienced with agile/lean development processes.
Practical experience on public cloud platforms (AWS, Azure or Google Cloud).
Familiar with continuous integration and DevOps concepts.
Comfortable taking ownership of deliverables as part of a team.
Comfortable working in a collaborative environment, both offering and asking for help when it's needed.
Clearly able to communicate technical ideas to peers in written and verbal form.
Can articulate business impact of technical decisions to non-technical staff.
PREFERRED:
Experience with SaaS and On-Prem software products.
Experience with ETL tools and processes.
Basic understanding of statistical analysis and machine learning.
Comfortable with build tools (gradle, Jenkins, Concourse).
Familiar with cloud deployment tools (Terraform, CloudFormation, Serverless).
Experience developing Java and/or Scala applications.
Active in the local tech community.
Contributor to open-source software.",https://www.indeed.com/viewjob?jk=95e4b406998a65c9&from=serp&vjs=3,,20
